system	permutation	sample_number	cumulative_consensus_peaks
patient	63	22	138923
patient	64	1	105118
patient	64	2	130356
patient	64	3	132010
patient	64	4	134480
patient	64	5	135923
patient	64	6	136392
patient	64	7	137830
patient	64	8	137892
patient	64	9	137992
patient	64	10	138642
patient	64	11	138698
patient	64	12	138711
patient	64	13	138775
patient	64	14	138808
patient	64	15	138854
patient	64	16	138857
patient	64	17	138867
patient	64	18	138867
patient	64	19	138880
patient	64	20	138887
patient	64	21	138900
patient	64	22	138923
patient	65	1	112011
patient	65	2	117447
patient	65	3	133657
patient	65	4	134385
patient	65	5	136973
patient	65	6	137280
patient	65	7	137736
patient	65	8	138471
patient	65	9	138562
patient	65	10	138680
patient	65	11	138773
patient	65	12	138799
patient	65	13	138845
patient	65	14	138864
patient	65	15	138868
patient	65	16	138873
patient	65	17	138881
patient	65	18	138881
patient	65	19	138892
patient	65	20	138915
patient	65	21	138918
patient	65	22	138923
patient	66	1	124776
patient	66	2	131393
patient	66	3	133157
patient	66	4	134226
patient	66	5	134891
patient	66	6	137569
patient	66	7	137797
patient	66	8	138180
patient	66	9	138629
patient	66	10	138645
patient	66	11	138705
patient	66	12	138754
patient	66	13	138802
patient	66	14	138867
patient	66	15	138879
patient	66	16	138886
patient	66	17	138893
patient	66	18	138908
patient	66	19	138908
patient	66	20	138910
patient	66	21	138912
patient	66	22	138923
patient	67	1	103104
patient	67	2	123219
patient	67	3	128064
patient	67	4	135491
patient	67	5	137064
patient	67	6	137909
patient	67	7	138017
patient	67	8	138101
patient	67	9	138154
patient	67	10	138192
patient	67	11	138326
patient	67	12	138455
patient	67	13	138629
patient	67	14	138677
patient	67	15	138716
patient	67	16	138721
patient	67	17	138859
patient	67	18	138871
patient	67	19	138910
patient	67	20	138916
patient	67	21	138923
patient	67	22	138923
patient	68	1	103104
patient	68	2	123219
patient	68	3	128934
patient	68	4	131461
patient	68	5	131923
patient	68	6	133917
patient	68	7	136735
patient	68	8	137096
patient	68	9	137472
patient	68	10	138288
patient	68	11	138466
patient	68	12	138609
patient	68	13	138818
patient	68	14	138829
patient	68	15	138858
patient	68	16	138877
patient	68	17	138887
patient	68	18	138892
patient	68	19	138898
patient	68	20	138921
patient	68	21	138923
patient	68	22	138923
patient	69	1	107032
patient	69	2	126534
patient	69	3	130240
patient	69	4	133856
patient	69	5	134802
patient	69	6	135369
patient	69	7	137258
patient	69	8	138386
patient	69	9	138505
patient	69	10	138574
patient	69	11	138601
patient	69	12	138737
patient	69	13	138802
patient	69	14	138818
patient	69	15	138836
patient	69	16	138852
patient	69	17	138855
patient	69	18	138868
patient	69	19	138882
patient	69	20	138905
patient	69	21	138921
patient	69	22	138923
patient	70	1	107032
patient	70	2	122461
patient	70	3	131537
patient	70	4	132790
patient	70	5	134577
patient	70	6	137142
patient	70	7	137633
patient	70	8	137702
patient	70	9	138365
patient	70	10	138580
patient	70	11	138739
patient	70	12	138807
patient	70	13	138839
patient	70	14	138845
patient	70	15	138848
patient	70	16	138878
patient	70	17	138891
patient	70	18	138892
patient	70	19	138901
patient	70	20	138901
patient	70	21	138903
patient	70	22	138923
patient	71	1	107318
patient	71	2	130138
patient	71	3	134659
patient	71	4	135424
patient	71	5	137866
patient	71	6	138180
patient	71	7	138358
patient	71	8	138510
patient	71	9	138658
patient	71	10	138680
patient	71	11	138698
patient	71	12	138753
patient	71	13	138777
patient	71	14	138808
patient	71	15	138820
patient	71	16	138871
patient	71	17	138871
patient	71	18	138892
patient	71	19	138907
patient	71	20	138910
patient	71	21	138913
patient	71	22	138923
patient	72	1	129855
patient	72	2	135070
patient	72	3	135541
patient	72	4	137425
patient	72	5	137873
patient	72	6	138180
patient	72	7	138310
patient	72	8	138343
patient	72	9	138370
patient	72	10	138578
patient	72	11	138697
patient	72	12	138711
patient	72	13	138764
patient	72	14	138830
patient	72	15	138833
patient	72	16	138851
patient	72	17	138854
patient	72	18	138895
patient	72	19	138919
patient	72	20	138921
patient	72	21	138923
patient	72	22	138923
patient	73	1	127182
patient	73	2	130486
patient	73	3	134442
patient	73	4	136991
patient	73	5	137120
patient	73	6	137230
patient	73	7	137801
patient	73	8	137901
patient	73	9	138102
patient	73	10	138645
patient	73	11	138738
patient	73	12	138821
patient	73	13	138825
patient	73	14	138847
patient	73	15	138859
patient	73	16	138862
patient	73	17	138884
patient	73	18	138892
patient	73	19	138892
patient	73	20	138911
patient	73	21	138916
patient	73	22	138923
patient	74	1	107640
patient	74	2	134691
patient	74	3	137824
patient	74	4	138392
patient	74	5	138482
patient	74	6	138595
patient	74	7	138677
patient	74	8	138721
patient	74	9	138747
patient	74	10	138818
patient	74	11	138845
patient	74	12	138850
patient	74	13	138858
patient	74	14	138892
patient	74	15	138893
patient	74	16	138908
patient	74	17	138916
patient	74	18	138919
patient	74	19	138920
patient	74	20	138922
patient	74	21	138923
patient	74	22	138923
patient	75	1	113836
patient	75	2	122461
patient	75	3	126917
patient	75	4	127816
patient	75	5	131804
patient	75	6	136877
patient	75	7	137691
patient	75	8	138095
patient	75	9	138328
patient	75	10	138492
patient	75	11	138636
patient	75	12	138682
patient	75	13	138688
patient	75	14	138759
patient	75	15	138764
patient	75	16	138766
patient	75	17	138787
patient	75	18	138814
patient	75	19	138826
patient	75	20	138836
patient	75	21	138900
patient	75	22	138923
patient	76	1	124776
patient	76	2	131963
patient	76	3	136202
patient	76	4	136627
patient	76	5	137452
patient	76	6	137823
patient	76	7	138443
patient	76	8	138531
patient	76	9	138584
patient	76	10	138702
patient	76	11	138775
patient	76	12	138814
patient	76	13	138875
patient	76	14	138895
patient	76	15	138901
patient	76	16	138903
patient	76	17	138918
patient	76	18	138920
patient	76	19	138920
patient	76	20	138923
patient	76	21	138923
patient	76	22	138923
patient	77	1	103104
patient	77	2	128904
patient	77	3	132390
patient	77	4	136888
patient	77	5	137482
patient	77	6	138058
patient	77	7	138113
patient	77	8	138271
patient	77	9	138631
patient	77	10	138734
patient	77	11	138775
patient	77	12	138855
patient	77	13	138859
patient	77	14	138879
patient	77	15	138890
patient	77	16	138894
patient	77	17	138894
patient	77	18	138894
patient	77	19	138895
patient	77	20	138900
patient	77	21	138920
patient	77	22	138923
patient	78	1	103104
patient	78	2	129835
patient	78	3	137496
patient	78	4	137875
patient	78	5	138173
patient	78	6	138334
patient	78	7	138473
patient	78	8	138596
patient	78	9	138744
patient	78	10	138809
patient	78	11	138813
patient	78	12	138842
patient	78	13	138863
patient	78	14	138864
patient	78	15	138870
patient	78	16	138879
patient	78	17	138896
patient	78	18	138917
patient	78	19	138920
patient	78	20	138921
patient	78	21	138921
patient	78	22	138923
patient	79	1	105118
patient	79	2	119663
patient	79	3	126820
patient	79	4	131275
patient	79	5	136737
patient	79	6	138102
patient	79	7	138222
patient	79	8	138266
patient	79	9	138385
patient	79	10	138638
patient	79	11	138697
patient	79	12	138711
patient	79	13	138724
patient	79	14	138810
patient	79	15	138865
patient	79	16	138870
patient	79	17	138879
patient	79	18	138882
patient	79	19	138894
patient	79	20	138900
patient	79	21	138900
patient	79	22	138923
patient	80	1	111823
patient	80	2	127710
patient	80	3	130803
patient	80	4	133792
patient	80	5	136318
patient	80	6	136643
patient	80	7	137115
patient	80	8	137542
patient	80	9	138083
patient	80	10	138306
patient	80	11	138438
patient	80	12	138605
patient	80	13	138693
patient	80	14	138737
patient	80	15	138772
patient	80	16	138878
patient	80	17	138885
patient	80	18	138917
patient	80	19	138921
patient	80	20	138921
patient	80	21	138921
patient	80	22	138923
patient	81	1	107640
patient	81	2	123853
patient	81	3	132439
patient	81	4	134232
patient	81	5	136185
patient	81	6	137497
patient	81	7	138507
patient	81	8	138700
patient	81	9	138762
patient	81	10	138805
patient	81	11	138830
patient	81	12	138837
patient	81	13	138847
patient	81	14	138871
patient	81	15	138873
patient	81	16	138886
patient	81	17	138893
patient	81	18	138895
patient	81	19	138914
patient	81	20	138917
patient	81	21	138923
patient	81	22	138923
patient	82	1	107318
patient	82	2	121340
patient	82	3	125966
patient	82	4	135362
patient	82	5	135868
patient	82	6	136840
patient	82	7	136996
patient	82	8	137536
patient	82	9	138135
patient	82	10	138344
patient	82	11	138447
patient	82	12	138656
patient	82	13	138665
patient	82	14	138728
patient	82	15	138851
patient	82	16	138865
patient	82	17	138866
patient	82	18	138879
patient	82	19	138879
patient	82	20	138904
patient	82	21	138907
patient	82	22	138923
patient	83	1	131866
patient	83	2	133515
patient	83	3	135773
patient	83	4	137208
patient	83	5	137572
patient	83	6	137866
patient	83	7	138059
patient	83	8	138658
patient	83	9	138672
patient	83	10	138721
patient	83	11	138733
patient	83	12	138789
patient	83	13	138793
patient	83	14	138797
patient	83	15	138837
patient	83	16	138855
patient	83	17	138880
patient	83	18	138890
patient	83	19	138915
patient	83	20	138921
patient	83	21	138923
patient	83	22	138923
patient	84	1	119408
patient	84	2	133340
patient	84	3	134528
patient	84	4	134864
patient	84	5	136450
patient	84	6	137169
patient	84	7	137458
patient	84	8	138454
patient	84	9	138729
patient	84	10	138745
patient	84	11	138796
patient	84	12	138834
patient	84	13	138879
patient	84	14	138898
patient	84	15	138898
patient	84	16	138911
patient	84	17	138911
patient	84	18	138914
patient	84	19	138915
patient	84	20	138918
patient	84	21	138918
patient	84	22	138923
patient	85	1	119684
patient	85	2	128224
patient	85	3	135959
patient	85	4	136453
patient	85	5	137232
patient	85	6	137612
patient	85	7	137893
patient	85	8	138576
patient	85	9	138585
patient	85	10	138678
patient	85	11	138688
patient	85	12	138750
patient	85	13	138755
patient	85	14	138801
patient	85	15	138810
patient	85	16	138817
patient	85	17	138850
patient	85	18	138869
patient	85	19	138883
patient	85	20	138887
patient	85	21	138912
patient	85	22	138923
patient	86	1	113836
patient	86	2	128224
patient	86	3	133739
patient	86	4	134682
patient	86	5	136408
patient	86	6	136998
patient	86	7	138246
patient	86	8	138391
patient	86	9	138473
patient	86	10	138591
patient	86	11	138761
patient	86	12	138773
patient	86	13	138838
patient	86	14	138864
patient	86	15	138875
patient	86	16	138890
patient	86	17	138912
patient	86	18	138912
patient	86	19	138912
patient	86	20	138921
patient	86	21	138923
patient	86	22	138923
patient	87	1	119408
patient	87	2	130597
patient	87	3	136302
patient	87	4	137851
patient	87	5	138178
patient	87	6	138221
patient	87	7	138389
patient	87	8	138404
patient	87	9	138592
patient	87	10	138667
patient	87	11	138696
patient	87	12	138821
patient	87	13	138853
patient	87	14	138890
patient	87	15	138897
patient	87	16	138898
patient	87	17	138901
patient	87	18	138912
patient	87	19	138912
patient	87	20	138915
patient	87	21	138921
patient	87	22	138923
patient	88	1	112011
patient	88	2	126934
patient	88	3	135379
patient	88	4	135766
patient	88	5	136131
patient	88	6	136557
patient	88	7	138233
patient	88	8	138433
patient	88	9	138592
patient	88	10	138601
patient	88	11	138751
patient	88	12	138846
patient	88	13	138866
patient	88	14	138884
patient	88	15	138899
patient	88	16	138911
patient	88	17	138920
patient	88	18	138921
patient	88	19	138921
patient	88	20	138921
patient	88	21	138921
patient	88	22	138923
patient	89	1	125294
patient	89	2	136295
patient	89	3	137093
patient	89	4	137669
patient	89	5	137912
patient	89	6	138029
patient	89	7	138387
patient	89	8	138573
patient	89	9	138653
patient	89	10	138668
patient	89	11	138742
patient	89	12	138813
patient	89	13	138835
patient	89	14	138874
patient	89	15	138886
patient	89	16	138886
patient	89	17	138918
patient	89	18	138922
patient	89	19	138922
patient	89	20	138923
patient	89	21	138923
patient	89	22	138923
patient	90	1	119408
patient	90	2	124485
patient	90	3	132676
patient	90	4	136603
patient	90	5	137285
patient	90	6	138177
patient	90	7	138452
patient	90	8	138540
patient	90	9	138696
patient	90	10	138800
patient	90	11	138847
patient	90	12	138862
patient	90	13	138864
patient	90	14	138869
patient	90	15	138878
patient	90	16	138903
patient	90	17	138903
patient	90	18	138907
patient	90	19	138914
patient	90	20	138916
patient	90	21	138916
patient	90	22	138923
patient	91	1	113836
patient	91	2	119948
patient	91	3	134552
patient	91	4	136021
patient	91	5	136341
patient	91	6	136581
patient	91	7	137352
patient	91	8	138357
patient	91	9	138541
patient	91	10	138682
patient	91	11	138752
patient	91	12	138777
patient	91	13	138797
patient	91	14	138838
patient	91	15	138860
patient	91	16	138861
patient	91	17	138886
patient	91	18	138894
patient	91	19	138900
patient	91	20	138901
patient	91	21	138903
patient	91	22	138923
patient	92	1	107032
patient	92	2	131186
patient	92	3	135896
patient	92	4	136618
patient	92	5	137425
patient	92	6	138207
patient	92	7	138297
patient	92	8	138326
patient	92	9	138477
patient	92	10	138552
patient	92	11	138678
patient	92	12	138691
patient	92	13	138810
patient	92	14	138840
patient	92	15	138863
patient	92	16	138864
patient	92	17	138865
patient	92	18	138896
patient	92	19	138902
patient	92	20	138923
patient	92	21	138923
patient	92	22	138923
patient	93	1	107032
patient	93	2	125602
patient	93	3	130803
patient	93	4	133373
patient	93	5	135634
patient	93	6	136571
patient	93	7	137325
patient	93	8	137387
patient	93	9	137860
patient	93	10	137916
patient	93	11	138397
patient	93	12	138429
patient	93	13	138613
patient	93	14	138816
patient	93	15	138839
patient	93	16	138852
patient	93	17	138854
patient	93	18	138875
patient	93	19	138889
patient	93	20	138891
patient	93	21	138923
patient	93	22	138923
patient	94	1	131866
patient	94	2	134090
patient	94	3	137467
patient	94	4	138183
patient	94	5	138436
patient	94	6	138568
patient	94	7	138590
patient	94	8	138660
patient	94	9	138745
patient	94	10	138796
patient	94	11	138833
patient	94	12	138875
patient	94	13	138879
patient	94	14	138882
patient	94	15	138883
patient	94	16	138884
patient	94	17	138890
patient	94	18	138896
patient	94	19	138913
patient	94	20	138913
patient	94	21	138920
patient	94	22	138923
patient	95	1	107640
patient	95	2	129998
patient	95	3	132877
patient	95	4	134987
patient	95	5	136156
patient	95	6	137071
patient	95	7	137691
patient	95	8	137923
patient	95	9	138470
patient	95	10	138539
patient	95	11	138700
patient	95	12	138762
patient	95	13	138770
patient	95	14	138793
patient	95	15	138820
patient	95	16	138856
patient	95	17	138888
patient	95	18	138899
patient	95	19	138899
patient	95	20	138903
patient	95	21	138923
patient	95	22	138923
patient	96	1	110233
patient	96	2	120586
patient	96	3	134743
patient	96	4	137208
patient	96	5	137739
patient	96	6	137919
patient	96	7	138120
patient	96	8	138424
patient	96	9	138526
patient	96	10	138538
patient	96	11	138621
patient	96	12	138684
patient	96	13	138743
patient	96	14	138847
patient	96	15	138856
patient	96	16	138876
patient	96	17	138878
patient	96	18	138880
patient	96	19	138907
patient	96	20	138910
patient	96	21	138916
patient	96	22	138923
patient	97	1	114206
patient	97	2	124782
patient	97	3	134239
patient	97	4	135176
patient	97	5	135612
patient	97	6	135961
patient	97	7	137031
patient	97	8	138078
patient	97	9	138182
patient	97	10	138328
patient	97	11	138537
patient	97	12	138550
patient	97	13	138785
patient	97	14	138808
patient	97	15	138869
patient	97	16	138890
patient	97	17	138899
patient	97	18	138906
patient	97	19	138920
patient	97	20	138923
patient	97	21	138923
patient	97	22	138923
patient	98	1	124776
patient	98	2	132924
patient	98	3	135657
patient	98	4	137639
patient	98	5	138114
patient	98	6	138322
patient	98	7	138605
patient	98	8	138660
patient	98	9	138775
patient	98	10	138804
patient	98	11	138832
patient	98	12	138845
patient	98	13	138851
patient	98	14	138856
patient	98	15	138891
patient	98	16	138901
patient	98	17	138903
patient	98	18	138905
patient	98	19	138905
patient	98	20	138910
patient	98	21	138912
patient	98	22	138923
patient	99	1	124776
patient	99	2	135267
patient	99	3	137618
patient	99	4	137864
patient	99	5	138109
patient	99	6	138268
patient	99	7	138382
patient	99	8	138582
patient	99	9	138658
patient	99	10	138672
patient	99	11	138739
patient	99	12	138836
patient	99	13	138853
patient	99	14	138878
patient	99	15	138891
patient	99	16	138905
patient	99	17	138913
patient	99	18	138919
patient	99	19	138920
patient	99	20	138920
patient	99	21	138920
patient	99	22	138923
patient	100	1	123022
patient	100	2	131875
patient	100	3	135964
patient	100	4	136051
patient	100	5	137537
patient	100	6	137583
patient	100	7	137874
patient	100	8	138180
patient	100	9	138372
patient	100	10	138701
patient	100	11	138705
patient	100	12	138748
patient	100	13	138836
patient	100	14	138839
